file_name,transcript,duration
-1048072287253840944.wav,wie ist das wetter,0.5616535999579355
-1356008374084030485.wav,wie waren ist es,0.3000152000458911
-1721791279923706343.wav,nächstes lied,0.29014199995435774
-1804266037657434956.wav,schaltet die schreibtischlampe an,0.3416828999761492
-2254295960242588415.wav,die warm ist das,0.15081939997617155
-2650545123439545563.wav,spiele meine playlist kunden weibes,0.4130930000683293
-2885922673739509265.wav,spiele musik von george esra,0.3778576999902725
-3054160188261298530.wav,wie waren ist es,0.14730550011154264
-3140345446509399723.wav,schalte schreibtischlampe an,0.2231600999366492
-3255535706884190802.wav,wir warm ist es,0.12499040004331619
-3260110239883201105.wav,schaltet die leselampe aus,0.2908389999065548
-3458784527839994859.wav,wie soll das wetter werden,0.2858833000063896
-3505675475793140759.wav,wie soll das wetter werden,0.17191650008317083
-3628841099932294804.wav,staub,0.15164920000825077
-3720632875834678692.wav,wie waren ist es,0.1713549999985844
-3816373869755305672.wav,spiele musik von george es war,0.31099440006073564
-3915647696684559715.wav,spieler tom mich,0.2652121999999508
-3919755180620350935.wav,wie man ist das,0.23153170000296086
-4365617956290164931.wav,staub,0.1250345999142155
-4664780067108594103.wav,lautstärke fünfzig prozent,0.30942149995826185
-5627124473825586219.wav,wie warm ist es,0.14446009998209774
-57146584618704176.wav,als nächster song,0.2375908000394702
-6295370598187156927.wav,spiele musik von j s a,0.26272519992198795
-6395150946001331075.wav,stelle einen timer auf drei minuten,0.2581124999560416
-6864977951898798107.wav,die war ist es,0.18805260001681745
-6945221211508557363.wav,weiter,0.13267129997257143
-7155928024945667670.wav,spiele musik von george r sogar,0.26028829999268055
-7229002595491170769.wav,im warm ist es,0.16930920002050698
-7443419035393087802.wav,wir waren ist es,0.18888260005041957
-781029990973593338.wav,spiele musik von george esra,0.2617358999559656
-8065899717403272559.wav,faltige schreibtischlampe an,0.2085087999003008
-8307350171193249867.wav,wie warm ist es,0.13098299992270768
-8649899826203028995.wav,wie soll das erteilt werden,0.2999380000401288
-8662109648862597665.wav,wie soll das wetter morgen werden,0.16285670001525432
-908364769289161658.wav,stelle einen timer auf eine minute,0.2164908000268042
-9104485477497906919.wav,wie waren ist es,0.140551200020127
-9219321921546923899.wav,nächster,0.12354910001158714
-929089241157026089.wav,wir waren ist es,0.12371700000949204
1335384650698003817.wav,schalte das nicht aus,0.1534626999637112
1374573672542296298.wav,spielräume sie fallen george esra,0.3243876000633463
1833840819915314940.wav,schalte das licht an,0.15566080005373806
1966185051758695485.wav,stopp,0.10411359998397529
2188972486889499368.wav,die warum ist es,0.13368540001101792
2274781927739465012.wav,schaltet die schreibtischlampe heraus,0.18557179998606443
2586052084078713988.wav,wie soll das wetter werden,0.1415133000118658
2881523674983819536.wav,welche temperatur haben wir,0.24476979998871684
2916361586207181553.wav,stopp,0.10319520009215921
2986317971933442551.wav,schalte das licht aus,0.15197060001082718
3262439443875331043.wav,stopp,0.10800949996337295
3902190776610544951.wav,shop,0.17242580000311136
4111649670161357313.wav,mache die schreibtischlampe heller,0.25029649992939085
4157860984905643438.wav,wie war es das,0.12679760006722063
4297305495353333258.wav,als die schreibtischlampe und die leselampe aus,0.2621154999360442
4675182390853274760.wav,wie waren ist es draußen schön,1.0538615999976173
5384311615813345395.wav,die warm ist es,0.1320703000528738
5610610031047761799.wav,weiter,0.10028889996465296
5843144413122326437.wav,ich halte die schreibtischlampe aus,0.22837519994936883
5844629325737184626.wav,star,0.1143142000073567
5951917220811449639.wav,stelle einen timer auf drei minuten,0.20973560004495084
5971536822972356971.wav,nächstes lied,0.18274719989858568
6088370699404778503.wav,wie waren ist es,0.11498640000354499
6188726337220268386.wav,die waren ist es,0.14337070006877184
6431265506843456988.wav,ich halte die schreibtischlampe aus,0.21249850001186132
6597993263760585011.wav,stopp,0.11082159995567054
6664138523960726010.wav,spiele meine playlist workout,0.32338429999072105
6802470049658644978.wav,nächstes lied,0.16373710008338094
6926645521162084341.wav,spiele musik fantastisch sbahn,1.301576199941337
6986889402278993051.wav,schaltet die schreibtischlampe aus,0.18013100000098348
7052143873203634884.wav,wie warm ist es draußen,0.17807849997188896
7083240311905493680.wav,schreibe schalte die schreibtischlampe an,0.2147176000289619
7310200299914494569.wav,wir waren ist es,0.13892019994091243
7680640145764897002.wav,schaltet die schreibtischlampe aus,0.14669720001984388
7870915523432461361.wav,stopp,0.10644370003137738
7978985906274968365.wav,wie warm ist es,0.13834439998026937
8096478510743381349.wav,weiter,0.10278039996046573
8145229645944103541.wav,wie soll das wetter werden,0.13393220002762973
8290046914643000611.wav,spiele musik von george essbar,0.26888950006105006
8434788237000945914.wav,die warm ist es,0.11900490010157228
8652738717293724797.wav,wie warm ist es,0.12558790005277842
8718191935873709757.wav,schalte die schreibtischlampe an,0.799405699945055
8831544086666500354.wav,ich halte die schreibtischlampe aus,0.1611351000610739
8884734985583247604.wav,nächster,0.1267833000747487
9115564353508009885.wav,wie soll das wetter morgen werden,0.17726410005707294
